idEmprego,nmEmprego,nivelExp,idEmpresa,idLoc
2804,Machine Learning Researcher,SE,41,14
2805,AI Architect,EX,179,17
2806,AI Software Engineer,EX,195,6
2807,Data Analyst,MI,194,3
2808,AI Research Scientist,EN,104,15
2809,AI Architect,EN,119,18
2810,Machine Learning Engineer,MI,33,18
2811,AI Research Scientist,EN,202,10
2812,Head of AI,EN,38,14
2813,Head of AI,MI,215,15
2814,Data Engineer,EX,32,15
2815,Machine Learning Researcher,MI,25,9
2816,Deep Learning Engineer,EX,144,18
2817,AI Software Engineer,EX,62,18
2818,Machine Learning Engineer,EN,91,16
2819,AI Software Engineer,SE,47,17
2820,Deep Learning Engineer,EX,175,3
2821,AI Research Scientist,EX,234,3
2822,AI Software Engineer,MI,187,2
2823,AI Research Scientist,MI,13,20
2824,Principal Data Scientist,SE,166,5
2825,AI Product Manager,MI,179,14
2826,AI Software Engineer,MI,148,12
2827,Head of AI,EX,227,12
2828,Data Analyst,SE,180,7
2829,Data Analyst,EN,229,16
2830,Research Scientist,MI,26,18
2831,Data Scientist,EX,117,19
2832,AI Product Manager,SE,147,11
2833,AI Specialist,MI,81,8
2834,Machine Learning Researcher,SE,171,1
2835,AI Research Scientist,EN,48,14
2836,AI Software Engineer,SE,54,16
2837,AI Research Scientist,MI,130,3
2838,AI Architect,EN,191,4
2839,Machine Learning Engineer,EN,147,17
2840,Research Scientist,EX,25,6
2841,Machine Learning Researcher,EN,113,10
2842,Deep Learning Engineer,MI,57,18
2843,ML Ops Engineer,EX,225,17
2844,AI Software Engineer,MI,157,10
2845,AI Specialist,EN,229,20
2846,Head of AI,SE,105,10
2847,Deep Learning Engineer,SE,117,2
2848,AI Software Engineer,EX,221,1
2849,Robotics Engineer,SE,65,12
2850,AI Research Scientist,SE,23,1
2851,Robotics Engineer,SE,52,1
2852,AI Product Manager,SE,156,11
2853,Head of AI,MI,159,12
2854,Research Scientist,EN,33,8
2855,Machine Learning Researcher,EX,200,13
2856,AI Product Manager,MI,2,2
2857,AI Consultant,MI,168,9
2858,Data Engineer,SE,212,9
2859,Data Scientist,MI,34,20
2860,Data Analyst,MI,190,20
2861,AI Software Engineer,EN,232,6
2862,AI Research Scientist,MI,65,3
2863,Machine Learning Engineer,SE,234,10
2864,NLP Engineer,EN,206,19
2865,Robotics Engineer,EX,92,4
2866,Data Engineer,SE,83,3
2867,AI Specialist,SE,218,4
2868,Research Scientist,SE,142,15
2869,Principal Data Scientist,EX,126,20
2870,Research Scientist,SE,37,2
2871,Machine Learning Engineer,EN,80,13
2872,Data Engineer,EN,68,10
2873,AI Research Scientist,MI,64,7
2874,AI Research Scientist,EX,106,4
2875,Machine Learning Researcher,EN,105,11
2876,Machine Learning Engineer,EX,160,5
2877,Data Scientist,MI,190,11
2878,AI Consultant,SE,140,12
2879,Data Engineer,SE,131,7
2880,Autonomous Systems Engineer,EN,25,9
2881,Research Scientist,MI,224,1
2882,Autonomous Systems Engineer,EX,143,14
2883,Principal Data Scientist,EN,159,20
2884,Principal Data Scientist,EN,236,12
2885,AI Architect,EN,161,3
2886,Computer Vision Engineer,MI,6,16
2887,AI Research Scientist,MI,19,5
2888,AI Software Engineer,SE,46,12
2889,Research Scientist,EX,106,9
2890,NLP Engineer,SE,110,19
2891,Deep Learning Engineer,EN,24,11
2892,AI Software Engineer,SE,99,17
2893,Data Scientist,MI,143,19
2894,Data Scientist,EN,48,18
2895,Computer Vision Engineer,MI,72,6
2896,Data Scientist,EX,71,19
2897,Machine Learning Engineer,MI,203,8
2898,Data Scientist,EX,166,18
2899,Autonomous Systems Engineer,SE,131,10
2900,Principal Data Scientist,EN,237,15
2901,AI Consultant,MI,177,19
2902,AI Specialist,SE,151,6
2903,AI Consultant,MI,16,19
2904,Computer Vision Engineer,SE,136,13
2905,Machine Learning Engineer,MI,160,4
2906,AI Software Engineer,EN,220,13
2907,AI Architect,SE,226,5
2908,AI Research Scientist,EX,196,18
2909,NLP Engineer,EX,236,14
2910,Research Scientist,MI,140,17
2911,Autonomous Systems Engineer,EN,230,2
2912,Machine Learning Researcher,MI,94,9
2913,Deep Learning Engineer,SE,16,4
2914,AI Software Engineer,SE,33,4
2915,Head of AI,EX,104,9
2916,Computer Vision Engineer,EN,228,9
2917,Autonomous Systems Engineer,SE,174,14
2918,Machine Learning Engineer,SE,117,19
2919,Data Analyst,MI,137,13
2920,Machine Learning Engineer,EX,121,13
2921,NLP Engineer,SE,34,13
2922,Autonomous Systems Engineer,EN,232,3
2923,AI Research Scientist,EN,67,12
2924,AI Architect,SE,115,20
2925,Machine Learning Engineer,SE,94,17
2926,ML Ops Engineer,MI,116,5
2927,AI Software Engineer,MI,106,15
2928,AI Specialist,MI,141,3
2929,AI Specialist,SE,2,4
2930,AI Architect,SE,17,17
2931,Computer Vision Engineer,MI,20,8
2932,NLP Engineer,EN,231,3
2933,AI Architect,EN,162,18
2934,AI Software Engineer,EN,81,5
2935,Principal Data Scientist,EN,202,4
2936,NLP Engineer,EX,226,2
2937,AI Architect,MI,45,6
2938,AI Consultant,MI,72,13
2939,Machine Learning Engineer,EN,63,14
2940,NLP Engineer,EX,96,5
2941,AI Architect,SE,124,3
2942,NLP Engineer,MI,4,11
2943,Research Scientist,EX,238,8
2944,ML Ops Engineer,EX,104,16
2945,AI Architect,MI,98,11
2946,NLP Engineer,MI,47,12
2947,Data Analyst,SE,35,5
2948,AI Specialist,EX,230,6
2949,AI Architect,EX,185,8
2950,AI Research Scientist,MI,103,7
2951,Robotics Engineer,EN,93,20
2952,ML Ops Engineer,EX,228,5
2953,Research Scientist,SE,90,9
2954,Computer Vision Engineer,MI,44,5
2955,Head of AI,SE,224,5
2956,Deep Learning Engineer,EX,82,2
2957,AI Consultant,MI,71,9
2958,Autonomous Systems Engineer,MI,138,4
2959,Autonomous Systems Engineer,SE,136,19
2960,Autonomous Systems Engineer,MI,84,18
2961,Machine Learning Engineer,EN,137,16
2962,Data Analyst,SE,173,8
2963,ML Ops Engineer,EN,140,17
2964,AI Research Scientist,EX,100,4
2965,Deep Learning Engineer,MI,129,10
2966,Data Engineer,MI,52,9
2967,Head of AI,MI,97,15
2968,Data Scientist,SE,120,2
2969,Machine Learning Researcher,SE,114,15
2970,Autonomous Systems Engineer,EX,94,20
2971,Data Analyst,SE,25,11
2972,Machine Learning Researcher,SE,224,3
2973,AI Consultant,SE,120,13
2974,AI Specialist,EX,44,4
2975,ML Ops Engineer,SE,27,15
2976,Head of AI,EX,143,11
2977,Data Analyst,EX,89,16
2978,Computer Vision Engineer,EN,3,12
2979,Principal Data Scientist,MI,105,18
2980,ML Ops Engineer,EX,41,1
2981,Machine Learning Researcher,SE,170,10
2982,Deep Learning Engineer,EN,58,5
2983,Principal Data Scientist,MI,116,8
2984,AI Consultant,MI,131,16
2985,NLP Engineer,EN,99,17
2986,Research Scientist,EX,104,8
2987,AI Product Manager,EN,118,15
2988,AI Research Scientist,EX,158,1
2989,AI Architect,EN,219,10
2990,Data Scientist,EX,43,5
2991,Computer Vision Engineer,EX,218,4
2992,Machine Learning Engineer,MI,57,14
2993,AI Specialist,MI,102,18
2994,Data Scientist,EX,23,3
2995,Machine Learning Engineer,SE,181,4
2996,AI Architect,EX,124,13
2997,Computer Vision Engineer,EN,35,17
2998,AI Product Manager,MI,29,10
2999,Machine Learning Researcher,MI,26,6
3000,Data Analyst,MI,181,13
3001,AI Research Scientist,EX,60,18
3002,ML Ops Engineer,EN,173,13
3003,Principal Data Scientist,EN,189,16
3004,AI Specialist,MI,101,8
3005,Data Engineer,MI,226,18
3006,Data Analyst,SE,138,17
3007,Autonomous Systems Engineer,SE,162,6
3008,Research Scientist,SE,234,18
3009,Data Analyst,EX,135,18
3010,Research Scientist,SE,11,13
3011,ML Ops Engineer,EN,56,2
3012,AI Consultant,MI,46,8
3013,Research Scientist,EX,237,2
3014,Head of AI,SE,124,17
3015,Data Scientist,MI,170,8
3016,Machine Learning Engineer,MI,204,19
3017,Research Scientist,MI,132,12
3018,AI Architect,EN,36,7
3019,Autonomous Systems Engineer,SE,193,12
3020,Head of AI,MI,58,18
3021,Autonomous Systems Engineer,EX,197,17
3022,AI Software Engineer,MI,222,2
3023,AI Specialist,SE,114,18
3024,Principal Data Scientist,MI,47,13
3025,AI Architect,EX,60,1
3026,Computer Vision Engineer,EN,161,18
3027,Data Analyst,MI,46,7
3028,AI Consultant,EN,79,16
3029,AI Product Manager,EX,46,8
3030,AI Research Scientist,MI,133,20
3031,Data Analyst,EN,103,17
3032,Machine Learning Researcher,EN,18,19
3033,Deep Learning Engineer,EN,169,4
3034,Autonomous Systems Engineer,SE,225,19
3035,AI Software Engineer,SE,235,8
3036,AI Product Manager,SE,81,8
3037,Robotics Engineer,SE,114,20
3038,AI Product Manager,EN,71,2
3039,AI Product Manager,EX,138,14
3040,Computer Vision Engineer,SE,76,7
3041,Deep Learning Engineer,EX,240,15
3042,AI Architect,EX,124,20
3043,ML Ops Engineer,MI,198,17
3044,Head of AI,EN,76,14
3045,ML Ops Engineer,EN,47,11
3046,ML Ops Engineer,EX,197,10
3047,AI Software Engineer,MI,84,5
3048,NLP Engineer,MI,213,12
3049,Autonomous Systems Engineer,EN,20,6
3050,AI Architect,MI,196,4
3051,Data Engineer,EN,189,13
3052,NLP Engineer,MI,66,9
3053,AI Research Scientist,MI,160,19
3054,ML Ops Engineer,MI,215,12
3055,AI Consultant,SE,65,16
3056,Machine Learning Engineer,EN,231,15
3057,AI Research Scientist,MI,134,14
3058,Computer Vision Engineer,EX,120,16
3059,NLP Engineer,SE,240,5
3060,AI Software Engineer,EX,45,20
3061,AI Specialist,SE,20,14
3062,Data Engineer,EX,64,10
3063,Research Scientist,EN,234,20
3064,Machine Learning Engineer,EN,143,7
3065,Robotics Engineer,SE,200,5
3066,AI Consultant,EN,73,15
3067,Machine Learning Engineer,EX,192,7
3068,AI Software Engineer,MI,217,6
3069,AI Specialist,MI,155,5
3070,Autonomous Systems Engineer,EN,98,7
3071,Data Engineer,SE,143,13
3072,Machine Learning Researcher,MI,240,9
3073,Autonomous Systems Engineer,EN,233,18
3074,Autonomous Systems Engineer,MI,227,19
3075,AI Software Engineer,EX,222,12
3076,Deep Learning Engineer,EN,180,16
3077,AI Software Engineer,EX,84,2
3078,ML Ops Engineer,EX,96,15
3079,AI Research Scientist,EN,102,9
3080,AI Specialist,MI,50,18
3081,Computer Vision Engineer,MI,127,11
3082,Autonomous Systems Engineer,MI,215,11
3083,AI Architect,EX,128,10
3084,Machine Learning Engineer,EN,192,6
3085,Data Analyst,MI,118,10
3086,NLP Engineer,SE,3,15
3087,AI Consultant,EX,226,4
3088,AI Software Engineer,MI,182,13
3089,Head of AI,EN,206,14
3090,AI Product Manager,SE,57,13
3091,AI Software Engineer,EN,202,18
3092,Data Analyst,SE,120,13
3093,Deep Learning Engineer,EX,3,20
3094,Robotics Engineer,EN,22,12
3095,AI Software Engineer,MI,184,19
3096,AI Product Manager,MI,30,19
3097,Autonomous Systems Engineer,MI,178,14
3098,Head of AI,EN,62,17
3099,AI Product Manager,EN,130,1
3100,Machine Learning Researcher,EX,31,17
3101,Robotics Engineer,MI,142,19
3102,Computer Vision Engineer,MI,119,9
3103,Research Scientist,SE,231,7
3104,ML Ops Engineer,EN,112,8
3105,AI Architect,EN,88,11
3106,Machine Learning Engineer,EN,223,5
3107,Computer Vision Engineer,EX,11,19
3108,Computer Vision Engineer,MI,73,15
3109,AI Research Scientist,EX,192,16
3110,Data Engineer,EX,105,6
3111,AI Consultant,EN,229,2
3112,Deep Learning Engineer,EN,142,1
3113,AI Consultant,EX,184,19
3114,Machine Learning Engineer,SE,28,7
3115,Computer Vision Engineer,EX,131,10
3116,Head of AI,MI,97,8
3117,AI Consultant,EX,136,9
3118,Machine Learning Researcher,MI,80,5
3119,Machine Learning Researcher,SE,224,7
3120,AI Consultant,SE,105,7
3121,Machine Learning Engineer,MI,5,4
3122,Robotics Engineer,SE,192,7
3123,Head of AI,MI,118,19
3124,Data Engineer,EN,56,5
3125,Data Analyst,MI,77,15
3126,Data Engineer,EN,12,2
3127,Research Scientist,SE,89,7
3128,Data Scientist,EX,132,4
3129,Data Engineer,EX,115,8
3130,AI Research Scientist,EX,139,2
3131,Deep Learning Engineer,MI,150,18
3132,AI Software Engineer,SE,185,14
3133,AI Specialist,EX,193,5
3134,Head of AI,EX,37,4
3135,Robotics Engineer,SE,9,9
3136,Robotics Engineer,EX,85,3
3137,Head of AI,SE,77,16
3138,ML Ops Engineer,SE,96,7
3139,ML Ops Engineer,EN,95,5
3140,Machine Learning Engineer,EX,75,18
3141,Data Analyst,MI,13,8
3142,Autonomous Systems Engineer,SE,186,9
3143,Deep Learning Engineer,EN,18,2
3144,AI Research Scientist,EX,19,1
3145,ML Ops Engineer,EN,119,4
3146,AI Research Scientist,EN,65,9
3147,Deep Learning Engineer,SE,195,11
3148,AI Architect,SE,32,3
3149,AI Software Engineer,SE,74,11
3150,Machine Learning Engineer,MI,147,5
3151,AI Consultant,EX,102,20
3152,Machine Learning Engineer,SE,134,12
3153,Head of AI,EX,5,10
3154,Machine Learning Engineer,SE,148,15
3155,Data Analyst,SE,4,18
3156,Robotics Engineer,EX,213,8
3157,AI Architect,EX,30,3
3158,Data Engineer,EX,99,14
3159,ML Ops Engineer,MI,61,14
3160,Robotics Engineer,SE,34,17
3161,NLP Engineer,EX,90,12
3162,AI Architect,SE,147,19
3163,AI Architect,EX,4,13
3164,Research Scientist,SE,113,19
3165,AI Product Manager,MI,1,19
3166,AI Software Engineer,EX,173,11
3167,AI Research Scientist,EX,147,17
3168,Principal Data Scientist,SE,169,2
3169,AI Software Engineer,MI,226,14
3170,Head of AI,EX,47,2
3171,Head of AI,EX,1,5
3172,Robotics Engineer,SE,201,11
3173,AI Specialist,EN,134,7
3174,AI Software Engineer,EN,28,14
3175,Machine Learning Researcher,EN,51,15
3176,Research Scientist,EN,196,18
3177,Computer Vision Engineer,EX,205,2
3178,Computer Vision Engineer,EX,61,8
3179,AI Specialist,EX,131,12
3180,Data Scientist,EN,11,8
3181,AI Product Manager,MI,4,15
3182,NLP Engineer,MI,81,18
3183,AI Architect,EN,144,11
3184,Data Scientist,EN,70,18
3185,Computer Vision Engineer,EX,208,20
3186,Data Scientist,MI,213,18
3187,Autonomous Systems Engineer,SE,175,1
3188,Computer Vision Engineer,EX,215,15
3189,AI Research Scientist,MI,44,12
3190,AI Specialist,EX,162,3
3191,Machine Learning Researcher,EN,31,18
3192,AI Specialist,SE,2,16
3193,NLP Engineer,MI,64,1
3194,Autonomous Systems Engineer,SE,162,18
3195,AI Software Engineer,EN,6,2
3196,Machine Learning Engineer,EN,35,18
3197,Deep Learning Engineer,SE,209,5
3198,Robotics Engineer,SE,158,11
3199,ML Ops Engineer,SE,235,6
3200,AI Software Engineer,MI,223,17
3201,Computer Vision Engineer,EX,190,8
3202,AI Research Scientist,EX,198,12
3203,AI Specialist,SE,59,4
3204,Deep Learning Engineer,EX,210,9
3205,AI Architect,EX,29,14
3206,Deep Learning Engineer,EX,111,3
3207,Machine Learning Researcher,EX,135,12
3208,Computer Vision Engineer,MI,21,19
3209,AI Software Engineer,EN,196,13
3210,Data Scientist,EX,67,11
3211,AI Product Manager,MI,1,9
3212,Principal Data Scientist,EX,237,17
3213,Data Analyst,EX,131,17
3214,Head of AI,SE,2,12
3215,AI Consultant,SE,187,17
3216,Robotics Engineer,MI,177,6
3217,ML Ops Engineer,MI,108,7
3218,Data Analyst,EX,46,8
3219,Research Scientist,EX,184,19
3220,AI Software Engineer,EX,208,15
3221,AI Research Scientist,SE,95,20
3222,AI Research Scientist,SE,172,16
3223,Data Analyst,SE,176,8
3224,Robotics Engineer,EX,130,7
3225,NLP Engineer,EX,152,1
3226,Data Engineer,SE,83,11
3227,AI Specialist,EX,63,8
3228,Robotics Engineer,EN,2,5
3229,Principal Data Scientist,EX,207,15
3230,Data Scientist,EN,73,20
3231,ML Ops Engineer,EX,132,5
3232,AI Research Scientist,SE,235,11
3233,Autonomous Systems Engineer,EX,115,7
3234,Data Engineer,EX,196,6
3235,AI Software Engineer,SE,12,20
3236,AI Specialist,EN,83,19
3237,AI Software Engineer,EX,39,18
3238,Machine Learning Researcher,SE,237,3
3239,AI Architect,EX,183,1
3240,Data Scientist,SE,33,11
3241,Machine Learning Engineer,EX,116,7
3242,Research Scientist,EN,104,18
3243,Head of AI,SE,67,10
3244,AI Specialist,EN,182,7
3245,Research Scientist,EX,87,8
3246,Research Scientist,MI,160,2
3247,Data Analyst,EN,218,4
3248,AI Specialist,SE,39,5
3249,AI Architect,SE,85,17
3250,AI Product Manager,SE,163,7
3251,Data Engineer,SE,180,12
3252,Head of AI,SE,91,5
3253,AI Architect,SE,99,16
3254,AI Specialist,EX,213,6
3255,Robotics Engineer,EX,84,3
3256,Machine Learning Engineer,EX,171,2
3257,AI Architect,EX,120,18
3258,Research Scientist,MI,221,17
3259,Principal Data Scientist,EN,111,11
3260,Head of AI,MI,99,6
3261,AI Software Engineer,MI,4,4
3262,Autonomous Systems Engineer,EX,30,1
3263,AI Architect,MI,223,11
3264,Research Scientist,EX,108,5
3265,ML Ops Engineer,SE,87,18
3266,Head of AI,SE,140,12
3267,Data Scientist,MI,33,14
3268,Computer Vision Engineer,EX,235,7
3269,AI Specialist,EX,159,20
3270,AI Product Manager,EX,17,5
3271,AI Specialist,SE,55,10
3272,Deep Learning Engineer,EX,239,5
3273,Machine Learning Engineer,EX,167,8
3274,NLP Engineer,SE,57,5
3275,AI Product Manager,EN,5,12
3276,AI Product Manager,EX,130,6
3277,Machine Learning Engineer,EN,35,11
3278,AI Software Engineer,EN,213,2
3279,Computer Vision Engineer,MI,159,5
3280,Data Engineer,MI,219,5
3281,Deep Learning Engineer,MI,105,16
3282,Data Analyst,MI,12,18
3283,Machine Learning Engineer,SE,101,11
3284,AI Research Scientist,SE,172,3
3285,Autonomous Systems Engineer,SE,18,15
3286,ML Ops Engineer,SE,89,8
3287,ML Ops Engineer,EN,111,15
3288,Autonomous Systems Engineer,EX,190,15
3289,Robotics Engineer,EN,240,3
3290,NLP Engineer,MI,114,18
3291,Principal Data Scientist,MI,91,4
3292,AI Product Manager,SE,74,13
3293,NLP Engineer,SE,37,13
3294,AI Software Engineer,MI,20,1
3295,Principal Data Scientist,MI,150,4
3296,AI Specialist,MI,139,1
3297,Computer Vision Engineer,SE,97,12
3298,Data Analyst,EX,175,18
3299,Autonomous Systems Engineer,MI,53,18
3300,Machine Learning Researcher,EN,136,17
3301,AI Research Scientist,SE,164,13
3302,Autonomous Systems Engineer,MI,231,6
3303,Research Scientist,EN,195,20
3304,Machine Learning Engineer,EX,222,4
3305,Deep Learning Engineer,EX,125,20
3306,Autonomous Systems Engineer,EN,134,13
3307,ML Ops Engineer,MI,75,8
3308,Deep Learning Engineer,SE,95,3
3309,Deep Learning Engineer,MI,234,12
3310,Data Analyst,SE,108,3
3311,AI Software Engineer,EX,73,9
3312,Head of AI,EN,142,3
3313,AI Specialist,EX,30,20
3314,Data Analyst,EX,230,15
3315,Research Scientist,MI,207,16
3316,Data Engineer,EX,38,8
3317,Autonomous Systems Engineer,EN,108,16
3318,AI Research Scientist,EN,213,1
3319,Machine Learning Researcher,EX,92,19
3320,Principal Data Scientist,MI,215,18
3321,AI Software Engineer,SE,103,19
3322,Machine Learning Researcher,MI,204,14
3323,Research Scientist,MI,195,11
3324,Data Engineer,SE,194,8
3325,NLP Engineer,SE,5,8
3326,Autonomous Systems Engineer,SE,154,15
3327,Computer Vision Engineer,MI,226,7
3328,Computer Vision Engineer,EN,43,13
3329,Principal Data Scientist,EN,14,12
3330,Principal Data Scientist,EX,145,19
3331,AI Research Scientist,MI,207,13
3332,AI Product Manager,MI,74,7
3333,NLP Engineer,EN,234,20
3334,AI Consultant,MI,122,2
3335,AI Research Scientist,EN,189,12
3336,AI Research Scientist,EX,226,8
3337,Data Analyst,MI,196,17
3338,Autonomous Systems Engineer,EN,79,3
3339,Deep Learning Engineer,EN,191,16
3340,Deep Learning Engineer,EX,57,14
3341,AI Product Manager,EX,11,1
3342,Machine Learning Engineer,EX,217,4
3343,AI Software Engineer,EX,145,10
3344,NLP Engineer,EN,117,19
3345,Data Engineer,EX,107,7
3346,Machine Learning Engineer,EN,182,9
3347,NLP Engineer,EX,181,19
3348,Data Scientist,SE,125,14
3349,Autonomous Systems Engineer,EX,12,19
3350,AI Software Engineer,MI,237,10
3351,AI Specialist,EX,142,13
3352,ML Ops Engineer,SE,122,7
3353,ML Ops Engineer,EX,42,6
3354,Machine Learning Engineer,EX,192,2
3355,Machine Learning Researcher,MI,175,9
3356,ML Ops Engineer,EN,40,19
3357,Data Engineer,EN,121,12
3358,Principal Data Scientist,EN,83,19
3359,Data Engineer,SE,178,4
3360,Autonomous Systems Engineer,EX,69,5
3361,Data Scientist,EN,72,11
3362,Machine Learning Researcher,SE,57,6
3363,Machine Learning Researcher,EX,119,2
3364,Deep Learning Engineer,EX,115,10
3365,NLP Engineer,SE,42,17
3366,Machine Learning Researcher,MI,164,9
3367,Machine Learning Engineer,SE,1,6
3368,NLP Engineer,SE,61,15
3369,Machine Learning Researcher,SE,227,8
3370,Computer Vision Engineer,EN,130,4
3371,Robotics Engineer,EX,187,20
3372,Principal Data Scientist,EN,151,12
3373,Autonomous Systems Engineer,EX,192,7
3374,Autonomous Systems Engineer,SE,148,10
3375,NLP Engineer,MI,109,6
3376,NLP Engineer,SE,28,15
3377,Data Scientist,EN,2,1
3378,Deep Learning Engineer,EN,138,17
3379,AI Architect,MI,19,9
3380,Data Analyst,SE,18,2
3381,AI Consultant,EN,203,15
3382,Principal Data Scientist,MI,221,13
3383,Machine Learning Researcher,SE,129,11
3384,Robotics Engineer,EN,2,15
3385,Machine Learning Engineer,EN,60,9
3386,Data Scientist,EN,74,11
3387,AI Consultant,SE,41,12
3388,NLP Engineer,EN,69,2
3389,Data Analyst,SE,103,3
3390,Data Scientist,MI,22,17
3391,AI Software Engineer,EN,155,11
3392,Machine Learning Researcher,SE,228,9
3393,AI Product Manager,MI,145,2
3394,Deep Learning Engineer,SE,54,8
3395,Principal Data Scientist,EN,235,8
3396,AI Research Scientist,EN,215,5
3397,Data Analyst,SE,144,19
3398,Computer Vision Engineer,SE,84,19
3399,Machine Learning Engineer,EN,239,14
3400,Head of AI,EN,26,7
3401,AI Research Scientist,SE,15,7
3402,Computer Vision Engineer,MI,237,7
3403,AI Architect,EX,202,18
3404,AI Software Engineer,MI,86,5
3405,Data Scientist,SE,113,17
3406,Data Engineer,EN,234,1
3407,Data Engineer,EX,207,3
3408,Principal Data Scientist,EX,113,2
3409,Autonomous Systems Engineer,EX,41,4
3410,Data Analyst,EX,164,10
3411,Data Engineer,MI,28,3
3412,Computer Vision Engineer,EN,7,1
3413,AI Software Engineer,MI,60,1
3414,AI Architect,SE,142,2
3415,Head of AI,SE,49,4
3416,AI Specialist,EX,12,11
3417,Machine Learning Engineer,SE,74,7
3418,Data Engineer,EN,152,19
3419,Machine Learning Engineer,MI,193,3
3420,Machine Learning Researcher,MI,95,16
3421,Principal Data Scientist,MI,169,17
3422,Research Scientist,EX,166,2
3423,NLP Engineer,EX,229,11
3424,Head of AI,EX,143,11
3425,Deep Learning Engineer,MI,47,19
3426,AI Software Engineer,MI,234,7
3427,AI Consultant,MI,78,6
3428,ML Ops Engineer,SE,143,13
3429,AI Software Engineer,SE,199,20
3430,Computer Vision Engineer,MI,184,17
3431,Research Scientist,SE,42,2
3432,Data Analyst,SE,65,18
3433,Computer Vision Engineer,EX,225,16
3434,AI Software Engineer,EX,163,18
3435,Computer Vision Engineer,EN,78,8
3436,AI Software Engineer,MI,203,7
3437,Autonomous Systems Engineer,EX,159,3
3438,ML Ops Engineer,MI,124,17
3439,Deep Learning Engineer,SE,221,1
3440,AI Consultant,EN,129,19
3441,AI Research Scientist,EN,37,9
3442,Principal Data Scientist,EX,161,12
3443,ML Ops Engineer,EX,198,5
3444,Machine Learning Engineer,SE,190,2
3445,Data Engineer,EX,154,7
3446,Machine Learning Researcher,SE,34,16
3447,AI Software Engineer,EX,218,8
3448,Principal Data Scientist,MI,155,5
3449,Robotics Engineer,EX,60,3
3450,AI Architect,MI,7,2
3451,AI Product Manager,MI,31,15
3452,AI Architect,MI,176,17
3453,Machine Learning Researcher,SE,90,14
3454,Principal Data Scientist,MI,59,18
3455,Autonomous Systems Engineer,SE,85,1
3456,AI Product Manager,EX,49,18
3457,Head of AI,EN,102,9
3458,Data Engineer,EX,48,9
3459,Data Engineer,EN,137,18
3460,Machine Learning Engineer,SE,217,14
3461,Machine Learning Researcher,EX,53,19
3462,Data Analyst,EN,24,7
3463,AI Product Manager,EN,62,18
3464,Data Engineer,EN,235,20
3465,NLP Engineer,MI,222,2
3466,Robotics Engineer,MI,40,5
3467,Head of AI,MI,109,3
3468,ML Ops Engineer,SE,71,16
3469,Machine Learning Engineer,EX,12,10
3470,Research Scientist,EN,107,6
3471,AI Software Engineer,EX,190,6
3472,AI Consultant,SE,52,6
3473,AI Product Manager,EX,120,11
3474,Machine Learning Researcher,MI,37,20
3475,Data Engineer,EN,2,2
3476,AI Consultant,EX,222,7
3477,Machine Learning Engineer,SE,101,6
3478,Data Engineer,MI,10,13
3479,AI Consultant,MI,162,15
3480,Data Engineer,MI,172,13
3481,AI Research Scientist,MI,134,5
3482,Principal Data Scientist,EN,63,16
3483,AI Architect,MI,181,14
3484,AI Specialist,EN,14,3
3485,Machine Learning Researcher,MI,62,5
3486,AI Consultant,MI,84,17
3487,ML Ops Engineer,EN,89,4
3488,Data Analyst,EN,33,18
3489,AI Consultant,EX,44,13
3490,Deep Learning Engineer,SE,103,3
3491,AI Specialist,EN,102,19
3492,NLP Engineer,EX,89,11
3493,AI Architect,SE,158,7
3494,AI Software Engineer,EN,181,20
3495,Data Engineer,EN,183,19
3496,AI Specialist,EX,240,14
3497,AI Research Scientist,MI,59,4
3498,AI Software Engineer,MI,184,10
3499,Autonomous Systems Engineer,EN,196,8
3500,Data Analyst,EN,26,3
3501,Deep Learning Engineer,EX,103,19
3502,Principal Data Scientist,EN,218,6
3503,AI Consultant,EN,141,17
3504,ML Ops Engineer,EX,82,3
3505,Deep Learning Engineer,EN,222,1
3506,Machine Learning Engineer,EN,169,19
3507,Autonomous Systems Engineer,SE,47,4
3508,AI Research Scientist,EN,64,4
3509,Data Scientist,MI,80,5
3510,AI Specialist,SE,52,15
3511,Machine Learning Engineer,MI,206,18
3512,Data Scientist,MI,48,7
3513,Data Engineer,EX,52,10
3514,Computer Vision Engineer,EX,140,16
3515,Autonomous Systems Engineer,EX,125,4
3516,AI Consultant,SE,90,11
3517,ML Ops Engineer,EX,181,6
3518,Deep Learning Engineer,EX,134,13
3519,Machine Learning Engineer,EX,73,13
3520,Head of AI,MI,237,17
3521,Computer Vision Engineer,SE,227,6
3522,Data Engineer,SE,210,2
3523,Principal Data Scientist,SE,93,16
3524,AI Research Scientist,MI,163,18
3525,AI Product Manager,MI,147,9
3526,Head of AI,MI,55,20
3527,AI Architect,EN,6,18
3528,AI Architect,SE,203,11
3529,Robotics Engineer,MI,132,17
3530,Machine Learning Researcher,EX,127,15
3531,Robotics Engineer,EN,58,17
3532,AI Product Manager,MI,206,7
3533,Autonomous Systems Engineer,SE,150,12
3534,AI Research Scientist,EN,126,17
3535,NLP Engineer,SE,230,20
3536,AI Architect,EN,14,7
3537,Data Analyst,SE,213,2
3538,Data Scientist,MI,108,15
3539,Principal Data Scientist,MI,236,3
3540,Computer Vision Engineer,MI,76,13
3541,AI Product Manager,SE,181,18
3542,Autonomous Systems Engineer,SE,73,20
3543,AI Product Manager,SE,4,14
3544,ML Ops Engineer,SE,117,5
