id,idEmprego,idHabilidade
16271,4078,9
16272,4078,20
16273,4079,1
16274,4079,17
16275,4079,2
16276,4080,11
16277,4080,14
16278,4080,13
16279,4080,18
16280,4081,2
16281,4081,22
16282,4081,1
16283,4081,6
16284,4081,14
16285,4082,1
16286,4082,11
16287,4082,4
16288,4082,18
16289,4083,7
16290,4083,3
16291,4083,12
16292,4083,16
16293,4084,14
16294,4084,2
16295,4084,5
16296,4084,18
16297,4084,16
16298,4085,8
16299,4085,9
16300,4085,5
16301,4086,1
16302,4086,3
16303,4086,6
16304,4086,18
16305,4087,6
16306,4087,17
16307,4087,2
16308,4087,13
16309,4088,24
16310,4088,12
16311,4088,6
16312,4088,11
16313,4088,17
16314,4089,24
16315,4089,20
16316,4089,18
16317,4090,13
16318,4090,4
16319,4090,14
16320,4090,5
16321,4091,10
16322,4091,9
16323,4091,16
16324,4091,8
16325,4092,16
16326,4092,22
16327,4092,2
16328,4092,21
16329,4092,7
16330,4093,12
16331,4093,21
16332,4093,5
16333,4093,13
16334,4094,4
16335,4094,18
16336,4094,7
16337,4094,2
16338,4095,6
16339,4095,23
16340,4095,22
16341,4095,9
16342,4095,19
16343,4096,11
16344,4096,9
16345,4096,22
16346,4097,1
16347,4097,8
16348,4097,4
16349,4097,22
16350,4098,6
16351,4098,2
16352,4098,8
16353,4098,10
16354,4098,22
16355,4099,9
16356,4099,3
16357,4099,5
16358,4099,13
16359,4100,17
16360,4100,2
16361,4100,10
16362,4100,6
16363,4100,21
16364,4101,10
16365,4101,9
16366,4101,22
16367,4102,2
16368,4102,20
16369,4102,17
16370,4102,24
16371,4102,22
16372,4103,7
16373,4103,5
16374,4103,13
16375,4103,2
16376,4104,5
16377,4104,7
16378,4104,13
16379,4105,20
16380,4105,12
16381,4105,9
16382,4105,15
16383,4105,10
16384,4106,3
16385,4106,14
16386,4106,5
16387,4106,20
16388,4106,6
16389,4107,5
16390,4107,12
16391,4107,19
16392,4108,11
16393,4108,19
16394,4108,9
16395,4109,12
16396,4109,6
16397,4109,4
16398,4109,23
16399,4109,11
16400,4110,9
16401,4110,4
16402,4110,1
16403,4110,15
16404,4111,6
16405,4111,14
16406,4111,17
16407,4111,23
16408,4111,21
16409,4112,4
16410,4112,21
16411,4112,13
16412,4112,15
16413,4112,20
16414,4113,14
16415,4113,10
16416,4113,3
16417,4113,13
16418,4113,2
16419,4114,9
16420,4114,22
16421,4114,11
16422,4114,16
16423,4115,1
16424,4115,2
16425,4115,12
16426,4115,22
16427,4115,3
16428,4116,8
16429,4116,24
16430,4116,17
16431,4117,21
16432,4117,3
16433,4117,17
16434,4117,9
16435,4117,15
16436,4118,22
16437,4118,8
16438,4118,14
16439,4118,6
16440,4119,7
16441,4119,14
16442,4119,6
16443,4119,15
16444,4119,20
16445,4120,12
16446,4120,3
16447,4120,7
16448,4120,11
16449,4121,18
16450,4121,12
16451,4121,3
16452,4121,19
16453,4121,4
16454,4122,16
16455,4122,11
16456,4122,9
16457,4122,18
16458,4122,10
16459,4123,15
16460,4123,21
16461,4123,17
16462,4123,11
16463,4123,6
16464,4124,14
16465,4124,7
16466,4124,16
16467,4124,13
16468,4125,9
16469,4125,20
16470,4125,16
16471,4125,1
16472,4125,14
16473,4126,20
16474,4126,14
16475,4126,10
16476,4126,21
16477,4126,7
16478,4127,6
16479,4127,2
16480,4127,14
16481,4127,1
16482,4127,21
16483,4128,3
16484,4128,18
16485,4128,22
16486,4128,10
16487,4128,19
16488,4129,9
16489,4129,17
16490,4129,1
16491,4130,22
16492,4130,10
16493,4130,9
16494,4131,11
16495,4131,13
16496,4131,15
16497,4131,18
16498,4132,9
16499,4132,6
16500,4132,1
16501,4132,15
16502,4133,21
16503,4133,13
16504,4133,11
16505,4133,16
16506,4133,9
16507,4134,1
16508,4134,4
16509,4134,10
16510,4134,20
16511,4135,9
16512,4135,3
16513,4135,20
16514,4135,11
16515,4135,22
16516,4136,11
16517,4136,14
16518,4136,16
16519,4136,3
16520,4137,17
16521,4137,15
16522,4137,22
16523,4138,17
16524,4138,2
16525,4138,5
16526,4138,7
16527,4139,5
16528,4139,17
16529,4139,20
16530,4140,18
16531,4140,23
16532,4140,1
16533,4140,13
16534,4141,9
16535,4141,22
16536,4141,18
16537,4141,2
16538,4142,17
16539,4142,18
16540,4142,24
16541,4142,9
16542,4143,6
16543,4143,18
16544,4143,24
16545,4143,19
16546,4144,19
16547,4144,20
16548,4144,13
16549,4144,8
16550,4145,22
16551,4145,17
16552,4145,8
16553,4145,13
16554,4145,18
16555,4146,3
16556,4146,19
16557,4146,20
16558,4147,3
16559,4147,9
16560,4147,1
16561,4147,15
16562,4148,17
16563,4148,20
16564,4148,4
16565,4148,13
16566,4149,17
16567,4149,14
16568,4149,7
16569,4149,24
16570,4150,9
16571,4150,7
16572,4150,5
16573,4150,18
16574,4151,2
16575,4151,11
16576,4151,23
16577,4151,7
16578,4152,9
16579,4152,24
16580,4152,1
16581,4152,8
16582,4153,15
16583,4153,2
16584,4153,22
16585,4153,6
16586,4154,2
16587,4154,9
16588,4154,18
16589,4154,21
16590,4155,1
16591,4155,19
16592,4155,4
16593,4155,7
16594,4155,3
16595,4156,23
16596,4156,5
16597,4156,13
16598,4156,16
16599,4157,8
16600,4157,20
16601,4157,5
16602,4158,9
16603,4158,22
16604,4158,21
16605,4158,11
16606,4159,1
16607,4159,18
16608,4159,19
16609,4159,6
16610,4159,14
16611,4160,20
16612,4160,9
16613,4160,5
16614,4161,5
16615,4161,14
16616,4161,13
16617,4161,18
16618,4162,12
16619,4162,1
16620,4162,9
16621,4162,16
16622,4162,19
16623,4163,2
16624,4163,7
16625,4163,1
16626,4163,12
16627,4163,23
16628,4164,22
16629,4164,2
16630,4164,13
16631,4164,1
16632,4164,14
16633,4165,14
16634,4165,6
16635,4165,10
16636,4166,1
16637,4166,9
16638,4166,5
16639,4167,9
16640,4167,10
16641,4167,21
16642,4168,2
16643,4168,4
16644,4168,3
16645,4168,24
16646,4168,16
16647,4169,21
16648,4169,7
16649,4169,18
16650,4170,22
16651,4170,18
16652,4170,3
16653,4170,8
16654,4171,19
16655,4171,20
16656,4171,3
16657,4171,2
16658,4172,9
16659,4172,4
16660,4172,13
16661,4173,22
16662,4173,16
16663,4173,9
16664,4173,5
16665,4173,21
16666,4174,6
16667,4174,18
16668,4174,11
16669,4174,9
16670,4175,9
16671,4175,21
16672,4175,15
16673,4175,10
16674,4175,13
16675,4176,9
16676,4176,3
16677,4176,22
16678,4176,11
16679,4177,15
16680,4177,12
16681,4177,4
16682,4177,6
16683,4177,18
16684,4178,9
16685,4178,3
16686,4178,22
16687,4178,18
16688,4178,21
16689,4179,19
16690,4179,4
16691,4179,3
16692,4180,13
16693,4180,17
16694,4180,21
16695,4180,14
16696,4180,5
16697,4181,13
16698,4181,9
16699,4181,15
16700,4181,21
16701,4181,10
16702,4182,13
16703,4182,4
16704,4182,18
16705,4182,11
16706,4182,5
16707,4183,4
16708,4183,18
16709,4183,10
16710,4184,2
16711,4184,18
16712,4184,1
16713,4184,5
16714,4184,10
16715,4185,13
16716,4185,14
16717,4185,6
16718,4185,18
16719,4186,4
16720,4186,2
16721,4186,12
16722,4187,21
16723,4187,9
16724,4187,5
16725,4188,16
16726,4188,10
16727,4188,14
16728,4189,20
16729,4189,22
16730,4189,3
16731,4189,21
16732,4190,9
16733,4190,3
16734,4190,10
16735,4190,6
16736,4190,24
16737,4191,12
16738,4191,6
16739,4191,9
16740,4192,6
16741,4192,16
16742,4192,2
16743,4193,20
16744,4193,11
16745,4193,18
16746,4193,4
16747,4194,4
16748,4194,22
16749,4194,16
16750,4194,9
16751,4195,20
16752,4195,7
16753,4195,13
16754,4196,23
16755,4196,17
16756,4196,2
16757,4196,24
16758,4196,1
16759,4197,22
16760,4197,15
16761,4197,20
16762,4197,14
16763,4198,11
16764,4198,6
16765,4198,4
16766,4198,20
16767,4199,13
16768,4199,12
16769,4199,9
16770,4199,22
16771,4199,7
16772,4200,19
16773,4200,17
16774,4200,10
16775,4201,10
16776,4201,9
16777,4201,3
16778,4201,15
16779,4201,22
16780,4202,22
16781,4202,5
16782,4202,9
16783,4203,8
16784,4203,23
16785,4203,16
16786,4204,5
16787,4204,4
16788,4204,17
16789,4204,20
16790,4205,9
16791,4205,21
16792,4205,22
16793,4205,2
16794,4205,12
16795,4206,4
16796,4206,2
16797,4206,5
16798,4207,11
16799,4207,1
16800,4207,4
16801,4207,3
16802,4207,23
16803,4208,9
16804,4208,11
16805,4208,17
16806,4209,1
16807,4209,22
16808,4209,4
16809,4210,9
16810,4210,1
16811,4210,3
16812,4210,17
16813,4211,14
16814,4211,11
16815,4211,19
16816,4211,15
16817,4212,24
16818,4212,9
16819,4212,13
16820,4212,23
16821,4212,14
16822,4213,20
16823,4213,13
16824,4213,22
16825,4214,10
16826,4214,9
16827,4214,5
16828,4214,20
16829,4214,24
16830,4215,20
16831,4215,3
16832,4215,19
16833,4215,9
16834,4216,15
16835,4216,20
16836,4216,16
16837,4216,21
16838,4216,10
16839,4217,4
16840,4217,9
16841,4217,22
16842,4217,3
16843,4217,24
16844,4218,18
16845,4218,12
16846,4218,16
16847,4218,9
16848,4218,22
16849,4219,3
16850,4219,9
16851,4219,22
16852,4219,11
16853,4220,16
16854,4220,11
16855,4220,21
16856,4221,3
16857,4221,17
16858,4221,19
16859,4221,6
16860,4221,1
16861,4222,12
16862,4222,9
16863,4222,13
16864,4222,10
16865,4223,14
16866,4223,19
16867,4223,5
16868,4223,13
16869,4223,7
16870,4224,3
16871,4224,14
16872,4224,23
16873,4224,18
16874,4224,13
16875,4225,9
16876,4225,14
16877,4225,1
16878,4225,12
16879,4226,11
16880,4226,24
16881,4226,12
16882,4226,21
16883,4227,21
16884,4227,12
16885,4227,1
16886,4227,19
16887,4228,18
16888,4228,4
16889,4228,10
16890,4228,14
16891,4229,13
16892,4229,8
16893,4229,5
16894,4230,18
16895,4230,14
16896,4230,13
16897,4230,6
16898,4231,13
16899,4231,11
16900,4231,18
16901,4231,23
16902,4231,2
16903,4232,4
16904,4232,9
16905,4232,1
16906,4232,22
16907,4232,13
16908,4233,7
16909,4233,2
16910,4233,8
16911,4233,19
16912,4233,23
16913,4234,22
16914,4234,14
16915,4234,23
16916,4234,9
16917,4234,7
16918,4235,12
16919,4235,14
16920,4235,20
16921,4236,16
16922,4236,12
16923,4236,3
16924,4236,9
16925,4236,22
16926,4237,12
16927,4237,20
16928,4237,8
16929,4237,7
16930,4238,14
16931,4238,24
16932,4238,6
16933,4238,5
16934,4239,14
16935,4239,4
16936,4239,23
16937,4239,11
16938,4240,9
16939,4240,2
16940,4240,11
16941,4241,13
16942,4241,18
16943,4241,20
16944,4241,17
16945,4242,3
16946,4242,4
16947,4242,2
16948,4243,16
16949,4243,9
16950,4243,21
16951,4243,13
16952,4244,14
16953,4244,3
16954,4244,9
16955,4244,24
16956,4245,22
16957,4245,9
16958,4245,1
16959,4246,11
16960,4246,7
16961,4246,12
16962,4246,19
16963,4247,9
16964,4247,10
16965,4247,23
16966,4247,16
16967,4248,2
16968,4248,15
16969,4248,14
16970,4248,16
16971,4248,22
16972,4249,4
16973,4249,6
16974,4249,22
16975,4250,2
16976,4250,21
16977,4250,12
16978,4250,24
16979,4250,23
16980,4251,4
16981,4251,9
16982,4251,3
16983,4252,9
16984,4252,16
16985,4252,22
16986,4252,11
16987,4252,23
16988,4253,4
16989,4253,12
16990,4253,20
16991,4254,12
16992,4254,9
16993,4254,3
16994,4254,21
16995,4255,6
16996,4255,14
16997,4255,16
16998,4256,7
16999,4256,2
17000,4256,22
17001,4256,6
17002,4256,3
17003,4257,15
17004,4257,4
17005,4257,14
17006,4257,22
17007,4257,18
17008,4258,7
17009,4258,8
17010,4258,16
17011,4259,13
17012,4259,5
17013,4259,14
17014,4260,4
17015,4260,12
17016,4260,15
17017,4260,2
17018,4260,11
17019,4261,9
17020,4261,13
17021,4261,20
17022,4262,18
17023,4262,22
17024,4262,20
17025,4262,10
17026,4262,5
17027,4263,2
17028,4263,5
17029,4263,1
17030,4263,12
17031,4264,9
17032,4264,24
17033,4264,4
17034,4264,5
17035,4265,15
17036,4265,2
17037,4265,19
17038,4265,12
17039,4266,11
17040,4266,10
17041,4266,19
17042,4266,17
17043,4267,3
17044,4267,23
17045,4267,9
17046,4267,21
17047,4267,24
17048,4268,17
17049,4268,5
17050,4268,14
17051,4269,11
17052,4269,12
17053,4269,13
17054,4270,4
17055,4270,16
17056,4270,5
17057,4270,21
17058,4270,10
17059,4271,21
17060,4271,20
17061,4271,17
17062,4272,7
17063,4272,9
17064,4272,1
17065,4272,16
17066,4272,8
17067,4273,13
17068,4273,4
17069,4273,15
17070,4274,2
17071,4274,22
17072,4274,3
17073,4274,18
17074,4275,9
17075,4275,5
17076,4275,17
17077,4276,11
17078,4276,9
17079,4276,24
17080,4276,19
17081,4276,18
17082,4277,15
17083,4277,21
17084,4277,4
17085,4277,9
17086,4277,10
17087,4278,14
17088,4278,13
17089,4278,20
17090,4278,19
17091,4278,24
17092,4279,11
17093,4279,3
17094,4279,16
17095,4279,21
17096,4280,24
17097,4280,11
17098,4280,1
17099,4280,6
17100,4280,17
17101,4281,2
17102,4281,6
17103,4281,17
17104,4281,18
17105,4281,21
17106,4282,15
17107,4282,2
17108,4282,12
17109,4282,8
17110,4283,3
17111,4283,13
17112,4283,16
17113,4283,12
17114,4283,8
17115,4284,23
17116,4284,1
17117,4284,7
17118,4285,1
17119,4285,20
17120,4285,9
17121,4286,19
17122,4286,20
17123,4286,3
17124,4286,15
17125,4286,14
17126,4287,5
17127,4287,20
17128,4287,10
17129,4287,14
17130,4288,12
17131,4288,2
17132,4288,5
17133,4288,18
17134,4289,9
17135,4289,1
17136,4289,21
17137,4290,24
17138,4290,11
17139,4290,9
17140,4290,22
17141,4290,23
17142,4291,14
17143,4291,18
17144,4291,15
17145,4291,2
17146,4291,16
17147,4292,16
17148,4292,6
17149,4292,14
17150,4293,2
17151,4293,9
17152,4293,12
17153,4293,11
17154,4294,3
17155,4294,18
17156,4294,19
17157,4294,21
17158,4294,9
17159,4295,20
17160,4295,3
17161,4295,15
17162,4296,6
17163,4296,2
17164,4296,3
17165,4296,19
17166,4296,8
17167,4297,9
17168,4297,18
17169,4297,2
17170,4297,21
17171,4297,8
17172,4298,22
17173,4298,9
17174,4298,23
17175,4298,6
17176,4298,17
17177,4299,2
17178,4299,4
17179,4299,18
17180,4299,21
17181,4299,16
17182,4300,11
17183,4300,17
17184,4300,1
17185,4300,3
17186,4300,24
17187,4301,11
17188,4301,2
17189,4301,5
17190,4302,22
17191,4302,9
17192,4302,2
17193,4302,19
17194,4302,7
17195,4303,1
17196,4303,14
17197,4303,4
17198,4304,15
17199,4304,1
17200,4304,19
17201,4304,4
17202,4304,9
17203,4305,9
17204,4305,22
17205,4305,16
17206,4305,2
17207,4306,13
17208,4306,6
17209,4306,15
17210,4306,18
17211,4307,4
17212,4307,21
17213,4307,2
17214,4308,11
17215,4308,2
17216,4308,19
17217,4308,6
17218,4308,20
17219,4309,3
17220,4309,19
17221,4309,5
17222,4310,9
17223,4310,4
17224,4310,22
17225,4310,15
17226,4311,9
17227,4311,8
17228,4311,7
17229,4311,18
17230,4311,23
17231,4312,17
17232,4312,13
17233,4312,18
17234,4312,12
17235,4313,1
17236,4313,19
17237,4313,3
17238,4313,5
17239,4314,23
17240,4314,14
17241,4314,7
17242,4314,15
17243,4314,17
17244,4315,3
17245,4315,4
17246,4315,8
17247,4316,1
17248,4316,16
17249,4316,13
17250,4316,12
17251,4316,5
17252,4317,2
17253,4317,9
17254,4317,13
17255,4317,20
17256,4318,22
17257,4318,4
17258,4318,24
17259,4318,20
17260,4319,19
17261,4319,17
17262,4319,3
17263,4319,8
17264,4320,1
17265,4320,21
17266,4320,24
17267,4321,22
17268,4321,9
17269,4321,1
17270,4321,14
17271,4321,8
17272,4322,5
17273,4322,19
17274,4322,21
17275,4322,11
17276,4322,1
17277,4323,23
17278,4323,14
17279,4323,13
17280,4323,17
17281,4323,16
17282,4324,13
17283,4324,18
17284,4324,16
17285,4325,1
17286,4325,9
17287,4325,5
17288,4325,3
17289,4326,3
17290,4326,22
17291,4326,1
17292,4326,4
17293,4327,22
17294,4327,2
17295,4327,10
17296,4327,13
17297,4328,6
17298,4328,4
17299,4328,21
17300,4329,4
17301,4329,2
17302,4329,23
17303,4329,8
17304,4329,17
17305,4330,2
17306,4330,22
17307,4330,4
17308,4330,19
17309,4330,9
17310,4331,11
17311,4331,3
17312,4331,1
17313,4331,19
17314,4331,23
17315,4332,11
17316,4332,8
17317,4332,12
17318,4332,7
17319,4332,20
17320,4333,13
17321,4333,2
17322,4333,7
17323,4334,3
17324,4334,9
17325,4334,23
17326,4334,16
17327,4334,2
17328,4335,17
17329,4335,11
17330,4335,7
17331,4335,9
17332,4335,18
17333,4336,22
17334,4336,12
17335,4336,23
17336,4336,9
17337,4337,11
17338,4337,8
17339,4337,5
17340,4338,22
17341,4338,9
17342,4338,16
17343,4338,11
17344,4339,9
17345,4339,4
17346,4339,18
17347,4339,14
17348,4339,21
17349,4340,12
17350,4340,3
17351,4340,4
17352,4340,9
17353,4341,7
17354,4341,1
17355,4341,11
17356,4342,23
17357,4342,14
17358,4342,22
17359,4342,3
17360,4342,6
17361,4343,16
17362,4343,13
17363,4343,14
17364,4343,18
17365,4344,12
17366,4344,9
17367,4344,19
17368,4344,23
17369,4345,3
17370,4345,19
17371,4345,10
17372,4345,18
17373,4346,15
17374,4346,16
17375,4346,11
17376,4347,14
17377,4347,4
17378,4347,23
17379,4347,7
17380,4348,6
17381,4348,19
17382,4348,15
17383,4349,9
17384,4349,12
17385,4349,15
17386,4350,24
17387,4350,3
17388,4350,23
17389,4350,1
17390,4350,17
17391,4351,9
17392,4351,21
17393,4351,24
17394,4352,9
17395,4352,4
17396,4352,16
17397,4352,13
17398,4353,9
17399,4353,23
17400,4353,6
17401,4353,22
17402,4354,17
17403,4354,14
17404,4354,11
17405,4354,7
17406,4355,16
17407,4355,9
17408,4355,1
17409,4355,4
17410,4355,21
17411,4356,14
17412,4356,20
17413,4356,13
17414,4356,17
17415,4356,11
17416,4357,16
17417,4357,18
17418,4357,1
17419,4357,4
17420,4357,7
17421,4358,20
17422,4358,24
17423,4358,22
17424,4358,3
17425,4359,24
17426,4359,14
17427,4359,18
17428,4359,21
17429,4360,5
17430,4360,16
17431,4360,1
17432,4361,20
17433,4361,19
17434,4361,16
17435,4361,9
17436,4361,22
17437,4362,10
17438,4362,9
17439,4362,24
17440,4363,21
17441,4363,7
17442,4363,24
17443,4363,14
17444,4364,14
17445,4364,24
17446,4364,5
17447,4364,6
17448,4365,15
17449,4365,13
17450,4365,24
17451,4365,14
17452,4365,22
17453,4366,24
17454,4366,9
17455,4366,13
17456,4367,14
17457,4367,6
17458,4367,7
17459,4367,18
17460,4368,15
17461,4368,12
17462,4368,9
17463,4368,18
17464,4368,13
17465,4369,22
17466,4369,20
17467,4369,24
17468,4369,9
17469,4370,16
17470,4370,5
17471,4370,6
17472,4370,20
17473,4371,20
17474,4371,3
17475,4371,1
17476,4372,14
17477,4372,23
17478,4372,12
17479,4372,13
17480,4372,2
17481,4373,20
17482,4373,13
17483,4373,8
17484,4373,9
17485,4373,21
17486,4374,24
17487,4374,3
17488,4374,5
17489,4375,13
17490,4375,9
17491,4375,12
17492,4375,15
17493,4375,22
17494,4376,14
17495,4376,24
17496,4376,11
17497,4376,9
17498,4377,3
17499,4377,6
17500,4377,1
17501,4377,13
17502,4377,5
17503,4378,18
17504,4378,14
17505,4378,16
17506,4378,1
17507,4378,13
17508,4379,13
17509,4379,2
17510,4379,8
17511,4379,6
17512,4379,24
17513,4380,14
17514,4380,13
17515,4380,16
17516,4380,4
17517,4380,21
17518,4381,9
17519,4381,22
17520,4381,7
17521,4381,21
17522,4381,2
17523,4382,9
17524,4382,3
17525,4382,4
17526,4382,22
17527,4383,17
17528,4383,9
17529,4383,23
17530,4384,12
17531,4384,17
17532,4384,20
17533,4385,21
17534,4385,23
17535,4385,3
17536,4386,8
17537,4386,1
17538,4386,13
17539,4386,16
17540,4386,15
17541,4387,4
17542,4387,9
17543,4387,1
17544,4387,22
17545,4388,13
17546,4388,14
17547,4388,17
17548,4389,5
17549,4389,4
17550,4389,14
17551,4389,7
17552,4389,8
17553,4390,13
17554,4390,7
17555,4390,11
17556,4390,12
17557,4391,3
17558,4391,21
17559,4391,18
17560,4391,15
17561,4391,13
17562,4392,3
17563,4392,6
17564,4392,17
17565,4392,15
17566,4393,17
17567,4393,11
17568,4393,6
17569,4393,14
17570,4393,1
17571,4394,12
17572,4394,4
17573,4394,17
17574,4395,12
17575,4395,3
17576,4395,14
17577,4396,5
17578,4396,3
17579,4396,9
17580,4397,13
17581,4397,21
17582,4397,24
17583,4397,6
17584,4398,24
17585,4398,6
17586,4398,13
17587,4399,22
17588,4399,3
17589,4399,8
17590,4400,3
17591,4400,4
17592,4400,9
17593,4401,3
17594,4401,1
17595,4401,4
17596,4401,11
17597,4401,15
17598,4402,9
17599,4402,6
17600,4402,20
17601,4402,15
17602,4402,5
17603,4403,13
17604,4403,15
17605,4403,14
17606,4403,21
17607,4403,7
17608,4404,22
17609,4404,12
17610,4404,3
17611,4405,9
17612,4405,22
17613,4405,15
17614,4405,8
17615,4406,9
17616,4406,13
17617,4406,17
17618,4407,2
17619,4407,11
17620,4407,12
17621,4407,13
17622,4408,23
17623,4408,11
17624,4408,21
17625,4408,8
17626,4409,22
17627,4409,24
17628,4409,20
17629,4410,17
17630,4410,9
17631,4410,20
17632,4411,3
17633,4411,13
17634,4411,19
17635,4411,12
17636,4412,10
17637,4412,24
17638,4412,19
17639,4413,19
17640,4413,15
17641,4413,3
17642,4413,6
17643,4414,14
17644,4414,21
17645,4414,2
17646,4415,24
17647,4415,1
17648,4415,4
17649,4415,6
17650,4415,8
17651,4416,11
17652,4416,7
17653,4416,15
17654,4416,14
17655,4417,1
17656,4417,8
17657,4417,9
17658,4417,5
17659,4417,18
17660,4418,6
17661,4418,13
17662,4418,18
17663,4418,7
17664,4418,21
17665,4419,14
17666,4419,2
17667,4419,21
17668,4420,17
17669,4420,8
17670,4420,6
17671,4420,20
17672,4421,17
17673,4421,10
17674,4421,15
17675,4421,12
17676,4422,2
17677,4422,24
17678,4422,1
17679,4423,19
17680,4423,9
17681,4423,18
17682,4424,17
17683,4424,22
17684,4424,24
17685,4424,6
17686,4425,19
17687,4425,9
17688,4425,6
17689,4426,11
17690,4426,14
17691,4426,21
17692,4426,7
17693,4427,17
17694,4427,12
17695,4427,5
17696,4427,6
17697,4427,3
17698,4428,16
17699,4428,17
17700,4428,3
17701,4428,19
17702,4428,1
17703,4429,2
17704,4429,18
17705,4429,4
17706,4429,9
17707,4430,10
17708,4430,2
17709,4430,21
17710,4430,14
17711,4431,9
17712,4431,14
17713,4431,1
17714,4431,20
17715,4431,16
17716,4432,11
17717,4432,17
17718,4432,7
17719,4432,23
17720,4433,6
17721,4433,5
17722,4433,24
17723,4434,17
17724,4434,18
17725,4434,5
17726,4435,8
17727,4435,11
17728,4435,23
17729,4435,17
17730,4435,16
17731,4436,4
17732,4436,13
17733,4436,6
17734,4436,8
17735,4436,10
17736,4437,4
17737,4437,14
17738,4437,3
17739,4438,1
17740,4438,3
17741,4438,20
17742,4438,22
17743,4438,5
17744,4439,5
17745,4439,18
17746,4439,15
17747,4440,14
17748,4440,15
17749,4440,2
17750,4441,14
17751,4441,20
17752,4441,2
17753,4442,23
17754,4442,3
17755,4442,17
17756,4442,18
17757,4443,9
17758,4443,17
17759,4443,20
17760,4443,19
17761,4444,11
17762,4444,17
17763,4444,8
17764,4445,18
17765,4445,13
17766,4445,4
17767,4445,2
17768,4445,23
17769,4446,21
17770,4446,4
17771,4446,13
17772,4446,1
17773,4446,22
17774,4447,17
17775,4447,20
17776,4447,3
17777,4448,22
17778,4448,20
17779,4448,11
17780,4448,19
17781,4449,9
17782,4449,22
17783,4449,11
17784,4449,23
17785,4449,8
17786,4450,12
17787,4450,17
17788,4450,9
17789,4450,2
17790,4450,7
17791,4451,8
17792,4451,20
17793,4451,11
17794,4451,16
17795,4451,4
17796,4452,12
17797,4452,4
17798,4452,5
17799,4452,6
17800,4452,2
17801,4453,24
17802,4453,15
17803,4453,9
17804,4453,8
17805,4454,9
17806,4454,4
17807,4454,22
17808,4455,2
17809,4455,14
17810,4455,17
17811,4455,13
17812,4455,21
17813,4456,18
17814,4456,13
17815,4456,12
17816,4456,14
17817,4457,23
17818,4457,12
17819,4457,9
17820,4457,18
17821,4458,24
17822,4458,10
17823,4458,14
17824,4459,9
17825,4459,20
17826,4459,8
17827,4459,22
17828,4460,5
17829,4460,20
17830,4460,24
17831,4460,13
17832,4460,9
17833,4461,8
17834,4461,11
17835,4461,5
17836,4461,2
17837,4461,7
17838,4462,3
17839,4462,20
17840,4462,1
17841,4462,11
17842,4463,6
17843,4463,1
17844,4463,7
17845,4463,22
17846,4464,9
17847,4464,1
17848,4464,14
17849,4465,20
17850,4465,10
17851,4465,1
17852,4465,23
17853,4466,22
17854,4466,7
17855,4466,2
17856,4466,3
17857,4466,6
17858,4467,14
17859,4467,11
17860,4467,6
17861,4467,13
17862,4467,20
17863,4468,16
17864,4468,17
17865,4468,10
17866,4468,5
17867,4469,10
17868,4469,13
17869,4469,12
17870,4469,16
17871,4470,2
17872,4470,19
17873,4470,21
17874,4470,15
17875,4470,5
17876,4471,12
17877,4471,9
17878,4471,8
17879,4471,6
17880,4471,23
17881,4472,19
17882,4472,17
17883,4472,15
17884,4472,4
17885,4473,8
17886,4473,14
17887,4473,5
17888,4473,11
17889,4473,2
17890,4474,12
17891,4474,9
17892,4474,16
17893,4474,13
17894,4475,20
17895,4475,14
17896,4475,5
17897,4476,3
17898,4476,2
17899,4476,5
17900,4476,17
17901,4476,19
17902,4477,15
17903,4477,16
17904,4477,24
17905,4478,22
17906,4478,17
17907,4478,21
17908,4478,11
17909,4479,6
17910,4479,17
17911,4479,10
17912,4479,7
17913,4480,1
17914,4480,9
17915,4480,11
17916,4480,6
17917,4480,21
17918,4481,20
17919,4481,2
17920,4481,8
17921,4482,14
17922,4482,11
17923,4482,24
17924,4483,3
17925,4483,23
17926,4483,9
17927,4483,22
17928,4483,10
17929,4484,8
17930,4484,23
17931,4484,9
17932,4484,21
17933,4484,11
17934,4485,13
17935,4485,24
17936,4485,9
17937,4485,22
17938,4485,17
17939,4486,9
17940,4486,3
17941,4486,12
17942,4487,13
17943,4487,6
17944,4487,14
17945,4488,14
17946,4488,5
17947,4488,19
17948,4489,9
17949,4489,13
17950,4489,6
17951,4489,21
17952,4489,24
17953,4490,17
17954,4490,21
17955,4490,13
17956,4490,12
17957,4491,22
17958,4491,5
17959,4491,1
17960,4492,11
17961,4492,18
17962,4492,4
17963,4492,6
17964,4493,2
17965,4493,4
17966,4493,5
17967,4493,16
17968,4494,9
17969,4494,24
17970,4494,4
17971,4494,13
17972,4494,14
17973,4495,3
17974,4495,19
17975,4495,9
17976,4495,21
17977,4496,14
17978,4496,15
17979,4496,13
17980,4496,19
17981,4497,2
17982,4497,11
17983,4497,22
17984,4498,14
17985,4498,2
17986,4498,23
17987,4498,7
17988,4499,9
17989,4499,3
17990,4499,10
17991,4499,14
17992,4500,19
17993,4500,1
17994,4500,20
17995,4500,17
17996,4500,4
17997,4501,3
17998,4501,8
17999,4501,23
18000,4501,11
18001,4501,12
18002,4502,18
18003,4502,9
18004,4502,16
18005,4502,6
18006,4503,7
18007,4503,12
18008,4503,4
18009,4503,24
18010,4504,13
18011,4504,16
18012,4504,3
18013,4504,10
18014,4505,15
18015,4505,24
18016,4505,16
18017,4505,13
18018,4506,14
